CPF,Endereço do Imóvel,Tipo de Imóvel,Área do Imóvel (m²),Valor do Imóvel,Número de Quartos,Número de Banheiros,Tem Piscina?,Tem Garagem?,Tem Elevador?,Condomínio Fechado?,Valor do Condomínio,Ano de Construção,Tipo de Oferta,Data da Última Reforma
705.169.824-94,"Morro de Ribeiro, 5
Vila Nova Gameleira 3ª Seção
10128-334 Rezende de Santos / MG",Apartamento,496,1660112,2,2,Sim,Sim,Não,Sim,1580,1984,Aluguel,27/06/2024
753.902.814-97,"Via Rhavi Vieira, 26
Dom Joaquim
86380-977 Rios / SC",Apartamento,196,904344,3,3,Sim,Sim,Sim,Não,1614,2021,Aluguel,26/12/2017
345.692.018-06,"Colônia de Costela, 58
Floramar
47372-988 Cassiano / AP",Casa,135,350325,1,1,Sim,Sim,Não,Sim,1588,2017,Venda,07/01/2017
031.875.624-26,"Favela de da Mota, 90
Pindorama
63238-014 Borges de Cavalcante / SC",Apartamento,325,837200,1,1,Sim,Sim,Não,Não,1891,1980,Aluguel,20/11/2019
492.801.657-20,"Praia de Aragão, 70
Camponesa 2ª Seção
25723273 Ribeiro do Campo / MG",Terreno,270,1158030,3,3,Não,Não,Não,Sim,231,1987,Aluguel,29/07/2017
948.521.763-37,"Rua de Viana, 26
Gutierrez
19176234 Sampaio das Flores / BA",Terreno,62,295554,3,3,Não,Não,Sim,Não,763,2012,Aluguel,07/12/2019
305.841.796-93,"Vereda Sá, 79
Laranjeiras
27769934 da Paz / AL",Casa,119,540379,2,4,Sim,Sim,Sim,Não,1026,1991,Venda,03/05/2017
218.739.065-95,"Favela Daniela Cirino, 56
Cidade Jardim Taquaril
52422446 Peixoto / MA",Casa,416,1511328,3,4,Não,Não,Não,Sim,937,2002,Aluguel,24/02/2026
721.503.698-77,"Sítio Francisco Cirino, 73
Conjunto Taquaril
09041072 Correia / PA",Terreno,100,310400,1,1,Não,Não,Não,Sim,382,2013,Aluguel,10/03/2025
498.620.371-13,"Viaduto de Costa, 53
Renascença
64473712 Costela da Praia / PE",Terreno,67,149477,4,4,Sim,Sim,Sim,Sim,475,1990,Venda,22/02/2020
683.241.579-64,"Viela Ana Luiza Caldeira, 58
Confisco
49387-100 Pinto de Sampaio / PI",Casa,355,788810,5,7,Não,Sim,Sim,Sim,357,2018,Aluguel,19/04/2026
528.170.463-07,"Vila Luigi Vieira
Nossa Senhora De Fátima
44579-422 Santos do Campo / MS",Terreno,262,1289040,2,4,Sim,Sim,Sim,Não,1127,2001,Aluguel,20/11/2016
745.301.689-48,"Vereda Bernardo Costa
Mangabeiras
08408471 Vieira de Minas / RJ",Casa,321,1507737,2,2,Não,Sim,Não,Não,1458,1994,Venda,16/09/2025
138.647.920-96,"Jardim Silveira, 729
Nova Suíça
49945-888 das Neves / PE",Terreno,287,1307859,2,3,Não,Não,Não,Sim,1317,1996,Venda,02/04/2026
714.602.895-01,"Passarela Carvalho, 10
Atila De Paiva
48973-564 Duarte da Serra / AP",Apartamento,242,820864,5,7,Sim,Sim,Não,Não,1085,2005,Aluguel,04/10/2023
245.016.387-53,"Distrito de Brito, 55
Vila De Sá
93322853 Montenegro / DF",Terreno,81,348705,1,2,Não,Não,Não,Não,1387,1984,Venda,13/09/2022
983.571.264-64,"Esplanada Castro, 7
Xodo-Marize
60049-944 Martins das Pedras / MS",Apartamento,315,823095,5,6,Sim,Sim,Sim,Não,1242,1987,Aluguel,07/08/2017
418.239.706-13,"Distrito de Casa Grande, 91
Caiçara - Adelaide
95801-216 Rios dos Dourados / PR",Terreno,160,511840,2,3,Não,Não,Não,Sim,942,1980,Venda,16/03/2024
712.643.058-26,"Vale Bernardo Andrade, 91
Nova America
45772-295 Pereira / RS",Casa,283,1339156,5,5,Não,Sim,Não,Sim,1041,1999,Venda,06/01/2018
960.473.528-47,"Quadra da Cunha, 31
Trevo
10526955 Cunha do Campo / RN",Terreno,422,1159656,3,3,Sim,Sim,Sim,Não,733,2002,Aluguel,17/02/2025
147.390.586-93,"Colônia Fernandes, 33
Vila Califórnia
91823-795 Mendonça Alegre / BA",Terreno,226,730658,1,3,Sim,Sim,Sim,Sim,677,2014,Aluguel,15/11/2019
315.768.409-48,"Favela de Vieira, 76
Biquinhas
20148244 Câmara / AC",Apartamento,328,668136,5,6,Não,Não,Não,Não,1083,2016,Venda,03/04/2022
820.657.419-02,"Esplanada Cavalcante, 990
Santa Maria
84704-062 Oliveira da Serra / PR",Casa,370,1259850,1,2,Não,Sim,Não,Sim,800,1992,Aluguel,26/08/2018
247.930.861-87,"Via Correia, 620
Jaraguá
62213517 Costa dos Dourados / DF",Apartamento,264,878064,2,3,Não,Não,Não,Sim,584,2004,Aluguel,03/05/2020
847.053.926-47,"Campo Marina Freitas, 754
Barreiro
35424521 Leão de Pacheco / SC",Terreno,200,431400,5,6,Não,Não,Não,Sim,704,1993,Venda,21/03/2021
184.579.602-02,"Trecho Maria Vitória Moreira, 1
Ernesto Nascimento
19644729 Camargo / AM",Casa,485,1617475,3,4,Não,Sim,Sim,Não,1176,2005,Venda,08/01/2020
438.107.652-44,"Residencial de Pereira, 85
São João Batista
17215-094 Azevedo da Serra / SP",Casa,465,1409415,4,6,Sim,Sim,Sim,Sim,1849,1992,Aluguel,06/04/2020
786.952.410-76,"Campo de Câmara, 12
Flamengo
92440-763 da Mata / SC",Casa,281,975913,2,4,Não,Sim,Não,Não,588,2015,Aluguel,27/06/2023
879.561.432-09,"Residencial Juan Farias, 56
Cidade Jardim Taquaril
40052489 Teixeira / PB",Casa,273,1159158,1,3,Não,Não,Não,Não,1316,2000,Venda,04/05/2019
967.843.502-00,"Fazenda de Peixoto, 9
Bela Vitoria
21369-813 Mendes / DF",Terreno,82,167034,5,6,Não,Não,Não,Sim,637,1988,Venda,05/12/2024
972.305.684-47,"Sítio Oliver Borges, 469
Paulo Vi
56839-362 Araújo / MG",Casa,53,248199,5,5,Não,Sim,Não,Não,1084,1997,Venda,13/09/2024
283.107.964-04,"Praia Fernanda Jesus, 79
Primeiro De Maio
32318194 Câmara da Mata / PI",Terreno,498,2132436,3,3,Sim,Sim,Não,Não,421,2006,Venda,09/07/2018
652.013.974-25,"Conjunto Amanda Melo, 64
Sagrada Família
73580944 Borges / PR",Terreno,241,489712,2,4,Não,Sim,Sim,Não,738,2011,Aluguel,26/02/2023
891.625.407-85,"Aeroporto Eloah Garcia, 206
Nova Floresta
97475378 Guerra de Sá / PE",Casa,163,657053,2,2,Sim,Sim,Sim,Sim,1552,1982,Aluguel,28/11/2022
246.018.375-53,"Favela Brito, 693
Monte São José
38277-627 Albuquerque / RN",Terreno,191,389449,2,4,Não,Sim,Não,Sim,1179,2003,Venda,18/12/2020
072.463.189-50,"Área de Pires, 11
Conjunto Celso Machado
92933-103 Câmara / ES",Casa,336,1166928,1,2,Não,Não,Sim,Não,580,2023,Aluguel,09/09/2020
450.873.621-17,"Vale Vitor Gabriel Nunes, 87
Concórdia
09148150 Barbosa de Novais / AM",Casa,51,141219,3,4,Não,Não,Não,Não,598,2018,Venda,21/04/2022
038.265.971-68,"Fazenda Heloísa Camargo
Vila Aeroporto
38602-572 Macedo / PB",Casa,304,949392,4,6,Sim,Sim,Sim,Não,1627,2019,Aluguel,06/11/2017
825.601.493-89,"Lagoa Luara Câmara
Itatiaia
89785688 Macedo Grande / PI",Apartamento,379,955080,5,7,Não,Não,Não,Sim,1757,1986,Venda,01/12/2023
376.820.451-08,"Trecho de Nogueira, 8
Manacas
07790-402 Moraes / AP",Casa,474,2319282,4,4,Sim,Sim,Sim,Não,741,1985,Venda,16/12/2022
419.637.082-96,"Feira Isaac Aparecida, 4
Cônego Pinheiro 1ª Seção
78399816 Novais Paulista / BA",Terreno,179,522501,3,4,Não,Não,Sim,Sim,1268,2002,Venda,17/06/2017
024.563.189-51,"Setor Garcia, 4
Pedreira Padro Lopes
67063-024 Fonseca / BA",Apartamento,136,596224,5,5,Sim,Sim,Não,Sim,710,1981,Aluguel,12/08/2018
632.145.890-24,"Quadra de Oliveira, 646
Alto Das Antenas
44751-049 Pereira / BA",Casa,59,122071,3,5,Sim,Sim,Sim,Sim,1396,2001,Aluguel,20/03/2018
487.951.062-94,"Trecho Caio Melo, 264
União
04895141 Castro / ES",Apartamento,358,910036,3,3,Não,Não,Sim,Não,780,2022,Aluguel,12/07/2017
718.302.549-79,"Fazenda Daniela Campos, 397
Satelite
93569-463 da Mata das Pedras / PB",Apartamento,472,1073800,1,3,Sim,Sim,Sim,Sim,489,1987,Aluguel,08/09/2021
276.851.349-00,"Campo Almeida, 55
Conjunto Capitão Eduardo
15890-552 da Cruz / AL",Terreno,140,686980,3,5,Não,Não,Sim,Não,944,2020,Aluguel,23/02/2021
415.032.879-04,"Conjunto Silveira
Santa Monica
60005822 Sousa Grande / PB",Apartamento,229,461435,1,3,Sim,Sim,Sim,Sim,1396,1991,Venda,28/08/2023
652.914.837-09,"Feira Antony Rocha
Vila Fumec
22429-183 Moura / RN",Casa,153,633726,4,6,Não,Não,Sim,Sim,1349,1985,Aluguel,09/04/2024
139.025.846-70,"Alameda Vasconcelos, 35
Laranjeiras
16283545 Correia / AC",Apartamento,250,592500,5,6,Não,Não,Não,Sim,1408,2007,Venda,13/11/2021
568.709.231-59,"Ladeira de Sampaio, 97
Vila Copacabana
04618-750 Lopes dos Dourados / AM",Terreno,56,165368,4,5,Não,Não,Sim,Sim,1949,2019,Venda,13/07/2023
329.841.067-50,"Estação de Fernandes, 89
Vila Primeiro De Maio
60088726 Pinto / PR",Terreno,288,842688,5,7,Sim,Sim,Sim,Não,522,1998,Venda,18/08/2020
072.469.183-96,"Feira Marques, 21
Vila Oeste
56719-082 Dias / AL",Casa,330,1126950,3,5,Sim,Sim,Sim,Sim,798,2013,Venda,07/10/2022
814.203.659-24,"Quadra de Fogaça, 87
Conjunto Minas Caixa
66611-429 Nunes / SP",Casa,178,706126,5,6,Não,Não,Não,Sim,1355,2015,Aluguel,05/06/2022
650.839.214-05,"Favela Pastor
Estoril
69579661 da Mata Verde / AP",Terreno,51,174930,5,6,Não,Não,Não,Não,828,2023,Venda,01/07/2016
253.874.610-80,"Núcleo Júlia Costela, 2
Vila Esplanada
94368-918 Fogaça / PR",Casa,388,1361492,5,5,Sim,Sim,Não,Não,537,1988,Venda,24/09/2019
509.847.261-01,"Travessa de Monteiro, 31
Vila Aeroporto Jaraguá
69673253 Silva / SC",Casa,444,1781328,5,7,Não,Não,Não,Sim,1917,2020,Venda,09/03/2018
659.410.837-93,"Setor Pinto, 80
São Francisco
40465839 Leão de Novaes / PA",Terreno,196,575848,4,6,Sim,Sim,Não,Sim,1492,2010,Venda,04/11/2023
243.910.786-78,"Rodovia de Teixeira, 48
Nossa Senhora De Fátima
69014-941 Rios / RO",Casa,472,1093152,2,2,Sim,Sim,Não,Sim,1953,2017,Venda,28/10/2025
327.598.610-40,"Campo de Oliveira, 170
Cachoeirinha
90400-303 Pastor / RR",Casa,451,2121053,5,7,Sim,Sim,Não,Não,870,2008,Venda,17/01/2020
714.963.805-84,"Lago Sales, 817
Nova Cintra
60910-103 Siqueira / RS",Apartamento,121,399179,5,6,Sim,Sim,Sim,Sim,236,1996,Aluguel,12/08/2025
957.263.418-64,"Parque de Casa Grande, 5
Maria Helena
78276-718 Sampaio de Minas / MT",Terreno,350,1558900,4,6,Não,Sim,Sim,Sim,474,2017,Venda,12/04/2021
740.263.195-80,"Travessa Esther Sousa, 17
Miramar
82859071 Aparecida de Rios / PE",Terreno,66,317592,5,7,Sim,Sim,Não,Sim,1525,1983,Aluguel,12/05/2026
293.864.510-42,"Praça Maria Sophia Ramos, 950
Conjunto Califórnia Ii
49532051 Carvalho / AC",Apartamento,393,1161708,4,6,Não,Não,Sim,Não,213,1998,Aluguel,25/04/2019
724.031.596-70,"Passarela de Araújo
Etelvina Carneiro
20614-760 Moura / GO",Casa,392,826336,4,5,Não,Sim,Não,Não,1850,2008,Venda,09/05/2022
453.680.912-06,"Recanto de Fonseca, 82
Graça
25200690 Rezende / BA",Casa,140,520520,4,5,Não,Não,Não,Sim,626,2001,Aluguel,18/03/2025
231.049.856-42,"Campo Cavalcanti, 21
Mangabeiras
64572-318 Casa Grande da Serra / MA",Casa,231,1074612,2,4,Sim,Sim,Sim,Sim,1593,2016,Venda,08/06/2017
178.205.439-14,"Morro de Costa, 6
Acaba Mundo
23786-632 Borges / PE",Terreno,392,1329272,4,5,Sim,Sim,Não,Não,1651,2018,Aluguel,29/06/2023
795.213.486-82,"Distrito Vargas, 68
Leonina
27975298 Marques / PB",Terreno,255,1130160,2,4,Não,Sim,Sim,Não,1401,1997,Aluguel,09/03/2025
963.014.528-60,"Residencial Duarte, 89
Corumbiara
69945-288 Silveira / RJ",Terreno,229,554409,2,2,Não,Não,Não,Sim,1769,2002,Venda,29/09/2021
246.539.178-09,"Feira José Pedro Moreira, 3
Ambrosina
48985-974 da Mota / PE",Apartamento,145,582465,4,5,Sim,Sim,Sim,Sim,796,2014,Venda,13/04/2017
738.954.260-83,"Avenida Aragão, 167
Senhor Dos Passos
73806-030 Almeida / SP",Apartamento,104,251576,4,5,Sim,Sim,Sim,Não,1978,2001,Aluguel,25/11/2022
592.134.607-16,"Aeroporto da Costa, 46
Cônego Pinheiro 1ª Seção
79896-386 Viana do Galho / PI",Casa,241,652387,4,6,Sim,Sim,Não,Sim,1489,1982,Aluguel,30/06/2017
583.904.176-93,"Viela Barros, 55
Comiteco
03014-046 Ferreira Verde / RR",Terreno,274,1279854,2,2,Não,Sim,Não,Não,1554,2001,Venda,29/12/2019
327.465.089-74,"Rua de Montenegro, 20
Estrela Do Oriente
62684117 Rodrigues / CE",Casa,358,1726634,4,5,Sim,Sim,Sim,Sim,303,2009,Aluguel,05/06/2019
609.172.354-52,"Ladeira Pastor, 4
Teixeira Dias
82021674 Costela do Sul / AP",Terreno,245,910175,2,3,Sim,Sim,Sim,Sim,500,2020,Venda,20/06/2022
420.863.971-78,"Viaduto Melo, 406
Novo Aarão Reis
04214-261 Pastor de Aparecida / RN",Apartamento,405,1236870,3,4,Sim,Sim,Sim,Sim,1993,1997,Venda,24/02/2021
723.140.569-06,"Rua Bento Ramos, 12
Vila Copasa
49926372 Cirino / MG",Apartamento,116,293016,1,3,Sim,Sim,Não,Não,605,1985,Aluguel,07/09/2016
346.187.590-20,"Sítio de Teixeira, 15
Minaslandia
36395-945 Fernandes / ES",Terreno,411,1757025,2,2,Sim,Sim,Sim,Não,513,2009,Venda,05/02/2022
076.891.435-39,"Praça Araújo, 57
Estoril
43748263 Vieira / PI",Apartamento,347,849803,2,4,Sim,Sim,Sim,Não,1706,2022,Aluguel,15/01/2024
129.367.580-68,"Área de Marques, 27
Castelo
06039309 Nascimento Verde / AL",Terreno,386,1557510,2,2,Não,Não,Não,Sim,1710,2014,Venda,10/07/2024
174.536.028-07,"Largo Eduardo Rocha, 47
Dom Bosco
51035094 Moraes / AC",Casa,54,125064,3,4,Não,Não,Não,Sim,348,2014,Venda,23/08/2021
351.904.682-24,"Campo Novais, 31
Ipiranga
04568-967 Campos Grande / GO",Casa,348,1237140,4,6,Não,Sim,Sim,Não,590,2019,Venda,18/05/2025
452.910.673-06,"Aeroporto Castro, 907
Ouro Preto
63591517 Costa / AM",Apartamento,396,1736856,3,4,Sim,Sim,Sim,Não,963,2016,Venda,04/11/2017
715.432.098-23,"Área da Cunha, 70
Nova Cachoeirinha
39353-036 Fonseca / MA",Terreno,258,746136,4,5,Sim,Sim,Não,Não,1051,1982,Aluguel,03/11/2023
145.780.639-84,"Condomínio Siqueira
Lagoinha Leblon
23029-691 Lima / SC",Terreno,280,804720,1,2,Não,Não,Sim,Sim,1546,2015,Aluguel,31/05/2021
942.871.306-69,"Recanto Sophie Costa
Havaí
67728632 Nunes de Guerra / PA",Apartamento,188,561932,5,7,Não,Não,Sim,Não,1269,1993,Venda,07/11/2018
475.692.083-74,"Vereda Ana Vitória Fogaça, 10
Vila Califórnia
13088-792 Pires da Prata / ES",Terreno,222,1083360,1,3,Não,Sim,Não,Sim,390,1988,Aluguel,30/04/2024
264.018.357-53,"Trevo Ana Beatriz Abreu, 61
Palmeiras
03735135 da Rocha Verde / RS",Terreno,76,286596,3,4,Sim,Sim,Sim,Não,1364,1994,Venda,16/02/2019
912.580.673-40,"Jardim Alexandre da Cruz, 500
Vila Puc
20644585 Carvalho / RS",Apartamento,329,700112,5,6,Sim,Sim,Não,Não,1951,2006,Aluguel,07/11/2020
284.031.675-71,"Travessa Lucca Casa Grande, 55
Santa Tereza
33874829 Oliveira / SE",Apartamento,138,294354,5,6,Não,Não,Não,Sim,1213,2014,Aluguel,29/11/2017
924.085.736-29,"Lagoa Moura
Nossa Senhora Da Aparecida
82175232 Barbosa / PA",Apartamento,499,1541910,3,3,Sim,Sim,Sim,Sim,387,2023,Venda,26/11/2016
851.320.694-60,"Jardim de Abreu, 32
Sion
42800667 Martins / GO",Casa,257,1249791,4,5,Não,Não,Não,Não,1787,2022,Aluguel,26/12/2018
752.496.108-11,"Trecho de Costela, 878
Novo Das Industrias
26244935 Porto Paulista / TO",Casa,164,723568,1,2,Não,Sim,Sim,Sim,727,2021,Aluguel,10/10/2025
084.193.276-03,"Trevo de Sales, 53
Unidas
36105-387 da Rocha / PR",Apartamento,432,873072,4,6,Sim,Sim,Sim,Não,1559,2010,Aluguel,03/01/2026
957.623.408-56,"Recanto Olívia Lima, 208
Teixeira Dias
48747259 da Mota do Sul / BA",Terreno,77,241010,2,2,Sim,Sim,Não,Não,1132,1994,Aluguel,06/12/2017
421.950.387-05,"Trecho de Cardoso, 523
Vila Piratininga Venda Nova
52418975 Moreira dos Dourados / PI",Terreno,319,1300563,3,5,Não,Sim,Sim,Sim,546,2000,Aluguel,22/01/2017
851.937.204-04,"Morro Porto, 58
Monte Azul
16452-762 Ribeiro do Oeste / TO",Casa,192,710400,4,4,Não,Não,Não,Não,1047,2001,Venda,24/03/2023
795.031.864-39,"Feira Almeida, 85
Vila Suzana Segunda Seção
11786-192 da Rocha / AC",Apartamento,448,1711808,2,2,Não,Não,Sim,Não,538,2017,Aluguel,05/10/2017
025.689.743-38,"Residencial Azevedo, 21
Parque São José
68744-053 Marques da Mata / RO",Apartamento,139,599785,4,5,Sim,Sim,Sim,Sim,516,2005,Venda,27/11/2022
306.475.928-00,"Estrada de Farias, 48
Vila Minaslandia
38442-407 Leão / CE",Apartamento,213,452625,1,3,Sim,Sim,Não,Sim,1606,2010,Venda,30/06/2018
038.674.291-03,"Lago Kamilly Costa
Aeroporto
20480-471 Mendonça / ES",Casa,263,787159,3,3,Sim,Sim,Não,Não,1760,2001,Venda,30/07/2018
923.658.071-86,"Pátio Ribeiro, 216
Laranjeiras
12759-725 Barbosa / AM",Apartamento,68,301716,3,3,Sim,Sim,Não,Não,1532,2004,Venda,19/04/2019
475.283.109-05,"Via Novaes, 90
Primeiro De Maio
69896-588 Oliveira / PI",Casa,317,1409382,5,5,Não,Não,Não,Não,1886,2002,Venda,07/12/2016
413.925.768-73,"Praia Maria Fernanda Gomes
Novo Aarão Reis
87345-445 Moraes da Serra / SP",Terreno,213,856686,3,3,Não,Sim,Não,Não,1964,1990,Aluguel,19/05/2026
693.512.480-89,"Vale Lucas Gabriel Nascimento, 7
Aparecida 7ª Seção
45343-580 da Cunha Verde / AM",Casa,220,672100,3,3,Não,Não,Sim,Sim,1186,1984,Aluguel,20/04/2026
896.214.307-04,"Lago Maria Clara Moraes, 52
Vila São Dimas
24506609 Monteiro de Minas / CE",Casa,486,988524,1,3,Não,Não,Não,Sim,1772,1992,Aluguel,13/05/2019
740.326.859-83,"Ladeira Natália Dias, 41
São Lucas
96296882 Ramos Verde / MT",Casa,323,1140190,5,5,Sim,Sim,Sim,Não,1196,2016,Venda,08/01/2021
730.581.629-95,"Jardim de da Cunha, 85
Aparecida
51612-147 Ferreira de Cavalcante / ES",Terreno,433,1817734,2,4,Não,Sim,Sim,Sim,688,1982,Venda,24/08/2016
359.406.281-33,"Praia de Teixeira, 598
Vila Nova Dos Milionarios
80605-218 da Cunha / AM",Terreno,76,333868,4,6,Não,Não,Sim,Sim,968,2018,Aluguel,25/02/2019
849.706.523-92,"Setor de Abreu, 90
Leonina
39496-491 Correia / DF",Terreno,99,448569,1,3,Não,Não,Não,Sim,432,2008,Venda,19/10/2016
964.751.238-46,"Área da Paz, 3
São Bento
79065933 Martins / AL",Terreno,178,696336,1,2,Não,Não,Não,Sim,1409,1993,Aluguel,13/08/2019
769.821.350-12,"Alameda Liz Cassiano, 22
Braúnas
55891787 Novais / MT",Apartamento,140,611240,3,3,Sim,Sim,Não,Sim,1804,2011,Venda,31/01/2022
618.372.495-55,"Viaduto Henry Casa Grande
Novo Das Industrias
80755-843 Azevedo de Gonçalves / RR",Casa,494,2149888,3,4,Sim,Sim,Sim,Não,1157,2014,Aluguel,07/11/2023
451.082.736-90,"Largo de Alves, 39
Jardim Alvorada
39438540 Nascimento do Norte / AC",Apartamento,362,1777782,4,5,Sim,Sim,Não,Sim,1159,1992,Venda,16/02/2026
794.105.826-01,"Vila de Ramos, 17
Estrela Do Oriente
55853070 Farias / CE",Apartamento,260,1097720,1,2,Sim,Sim,Sim,Sim,343,1980,Aluguel,30/12/2020
406.317.259-70,"Largo Cirino, 33
Minaslandia
68096-127 Novaes / MT",Casa,258,948150,5,7,Não,Não,Não,Sim,785,1992,Aluguel,23/06/2024
975.206.348-92,"Chácara de Viana, 2
Pindorama
01857-247 das Neves dos Dourados / MG",Casa,87,409509,3,5,Sim,Sim,Não,Não,1686,2023,Venda,26/11/2021
243.187.659-46,"Sítio de Abreu, 58
Vista Do Sol
00129-355 Fernandes Paulista / SP",Apartamento,493,2261884,2,4,Não,Sim,Sim,Não,893,1991,Aluguel,07/09/2018
175.294.063-61,"Praia de Cirino, 239
Vila Copacabana
52997-493 Câmara / AC",Apartamento,417,1469508,2,4,Não,Sim,Não,Sim,1438,1990,Venda,02/11/2023
546.823.910-89,"Aeroporto de Siqueira, 294
Beija Flor
59724-056 da Luz do Campo / PR",Terreno,176,795344,5,5,Não,Não,Não,Sim,1599,2010,Aluguel,05/12/2018
631.574.209-25,"Praia de Cavalcanti, 15
Vila Independencia 2ª Seção
44799-236 Montenegro do Oeste / RO",Casa,309,1007031,5,6,Sim,Sim,Não,Não,1255,2010,Venda,14/11/2016
372.659.814-64,"Ladeira de Montenegro, 8
Novo Aarão Reis
62372-003 Almeida da Prata / PB",Terreno,320,1458240,3,3,Não,Sim,Sim,Sim,373,1995,Aluguel,23/01/2020
874.596.013-57,"Avenida Clarice Freitas, 97
Venda Nova
82487241 Novais de Novaes / AL",Terreno,267,665097,1,2,Não,Sim,Não,Sim,1673,1995,Aluguel,04/07/2020
549.018.736-01,"Condomínio Camila Souza, 37
Alto Barroca
45975924 Garcia do Campo / BA",Casa,188,702180,3,5,Sim,Sim,Sim,Não,1969,1985,Aluguel,22/10/2016
684.153.279-19,"Via de da Rosa, 479
Vila São Francisco
57446988 Moreira / PI",Apartamento,485,2286775,4,5,Sim,Sim,Não,Sim,1394,2017,Aluguel,12/08/2024
493.256.701-43,"Rua de Alves, 770
Grotinha
65369-805 das Neves / RO",Apartamento,259,832426,2,3,Não,Não,Não,Não,849,2006,Venda,08/07/2025
254.791.368-28,"Quadra Ana Liz Vieira, 423
São Salvador
64731433 Abreu / RO",Terreno,371,1586025,5,6,Não,Não,Sim,Sim,1068,1994,Aluguel,15/04/2020
593.126.478-73,"Lago Oliver Martins
Jardim São José
56597-491 Cavalcante do Amparo / TO",Casa,346,1543506,2,4,Não,Sim,Sim,Sim,373,1990,Venda,26/07/2017
256.374.198-09,"Chácara de Nascimento, 33
Coração Eucarístico
00448-018 Nogueira Verde / AL",Casa,400,1520800,1,2,Não,Não,Não,Sim,1430,2021,Venda,30/01/2025
395.214.678-19,"Núcleo de Vieira
Jardim Vitoria
66821722 Camargo / DF",Apartamento,354,835086,3,3,Sim,Sim,Não,Sim,472,1988,Venda,10/08/2023
870.169.532-03,"Morro de Carvalho, 7
Fernão Dias
05204-950 Araújo / PB",Terreno,329,1255135,3,4,Sim,Sim,Não,Sim,238,2005,Aluguel,05/10/2025
527.386.190-02,"Viela de Lima, 42
Madre Gertrudes
23759-205 Cavalcanti do Norte / PI",Terreno,363,1155066,5,5,Sim,Sim,Sim,Sim,1810,1994,Aluguel,06/05/2020
678.315.204-90,"Passarela de Campos, 4
Suzana
33993-842 Peixoto / PI",Terreno,361,842213,4,6,Não,Sim,Sim,Não,953,2008,Aluguel,26/11/2022
715.689.024-76,"Ladeira das Neves
Santo André
36227-568 Caldeira / AL",Apartamento,92,208932,5,7,Sim,Sim,Não,Sim,821,2009,Venda,10/04/2023
945.068.713-75,"Esplanada Santos, 221
Vila Satélite
92400-907 da Paz de Jesus / DF",Terreno,239,778423,5,7,Não,Não,Não,Não,298,2009,Aluguel,13/09/2019
824.970.316-22,"Feira de Marques
Novo Glória
70269489 Silva do Norte / SP",Apartamento,297,1293138,4,4,Não,Sim,Sim,Não,1466,1998,Venda,11/05/2021
527.964.801-94,"Jardim Davi Luiz Pacheco
Bom Jesus
37486-681 Barbosa / PE",Casa,275,935275,5,7,Sim,Sim,Não,Não,1002,2002,Venda,03/10/2017
246.931.578-64,"Setor de Gonçalves, 6
Vila Bandeirantes
41419576 Almeida / ES",Apartamento,136,280568,3,5,Sim,Sim,Não,Não,319,1990,Venda,17/04/2017
416.072.895-20,"Quadra de Pastor, 51
Conjunto Lagoa
44750-796 Costa / DF",Terreno,59,238478,2,4,Não,Não,Sim,Sim,1285,1984,Aluguel,22/08/2025
841.593.062-33,"Favela Melo, 784
Vila Piratininga
02770991 Vargas de Costa / AC",Terreno,487,1934851,5,7,Sim,Sim,Não,Não,1099,2004,Aluguel,27/04/2018
348.659.201-70,"Área Yan Vargas, 32
Palmeiras
29400-858 Freitas de Caldeira / SE",Terreno,293,747736,2,4,Não,Não,Sim,Não,647,1986,Aluguel,26/02/2026
573.026.941-25,"Parque Albuquerque, 35
Parque São José
66636-354 Machado / PB",Apartamento,495,2347785,2,2,Não,Não,Não,Sim,1223,1992,Venda,20/01/2026
346.798.250-65,"Colônia de Silva, 24
Custodinha
38890-035 Siqueira / SC",Apartamento,132,653664,3,5,Sim,Sim,Sim,Não,1849,2008,Venda,09/12/2020
456.389.107-00,"Vale de Guerra
Vila Dos Anjos
83930422 Farias de Ferreira / MG",Casa,279,1151154,2,4,Não,Sim,Sim,Sim,703,2011,Venda,06/07/2020
041.685.972-02,"Largo Freitas, 85
Vila Califórnia
83341870 Montenegro / RN",Terreno,475,2294250,5,6,Sim,Sim,Sim,Não,489,1986,Venda,28/12/2020
042.531.796-06,"Trecho de Rezende, 78
Marmiteiros
29516124 Pacheco Verde / GO",Terreno,477,1023165,4,6,Não,Sim,Sim,Sim,910,2016,Aluguel,04/12/2021
493.725.806-00,"Trecho Melissa Aparecida, 47
Vila Nova Gameleira 1ª Seção
01390537 Fonseca de da Paz / MA",Casa,258,969564,2,2,Não,Sim,Não,Sim,1709,1989,Aluguel,19/09/2018
763.150.294-34,"Lagoa de Peixoto
Vila Suzana Primeira Seção
78003-025 Andrade do Amparo / AP",Terreno,270,920430,2,4,Não,Sim,Não,Não,1546,2001,Venda,07/09/2024
136.479.825-55,"Vereda Isis Rodrigues, 80
Maravilha
70932043 Lima / TO",Casa,204,427992,3,4,Sim,Sim,Sim,Sim,817,1985,Aluguel,27/05/2025
319.782.654-09,"Condomínio de Casa Grande, 27
Mirtes
97183-734 da Conceição de Sales / MT",Apartamento,483,1912197,5,6,Não,Sim,Sim,Não,221,2001,Aluguel,15/02/2026
